Operon	TU
rarD	rarD
yigI	yigI
pldA	pldA
recQ	recQ
recQ	recQ
rhtC	rhtC
pldB-yigL	pldB-yigL
pldB-yigL	pldB-yigL
yigM	yigM
metR	metR
metR	metR
metE	metE
ysgA	ysgA
udp	udp
ubiEJB	ubiEJB
ubiEJB	ubiEJB
esrE	esrE
tatABCD	tatABCD
tatABCD	tatABC
ubiD	ubiD
rfaH	rfaH
rfaH	rfaH
ubiD	ubiD
fre	fre
fre	fre
fadBA	fadBA
pepQ-yigZ-trkH-hemG	pepQ-yigZ-trkH-hemG
rrsA-ileT-alaT-rrlA-rrfA	rrsA-ileT-alaT-rrlA-rrfA
rrsA-ileT-alaT-rrlA-rrfA	rrsA-ileT-alaT-rrlA-rrfA
mobAB	mobAB
yihD	yihD
mobAB	mobAB
rdoA-dsbA	rdoA-dsbA
rdoA-dsbA	dsbA
yihF	yihF
yihF	yihF
yihF	yihF
yihG	yihG
polA	polA
spf	spf
yihA	yihA
csrC	csrC
yihI	yihI
hemN	hemN
glnALG	glnLG
glnALG	glnA
glnALG	glnALG
glnALG	glnA
glnALG	glnALG
typA	typA
typA	typA
yihLM	yihLM
yihLM	yihLM
yihLM	yihLM
yihLM	yihLM
yihN	yihN
ompL	ompL
yihPO	yihO
yihQ	yihQ
yihQ	yihQ
yihQ	yihQ
yihVW	yihVW
yihVW	yihVW
yihVW	yihVW
yihXY-dtd-yiiD	yihXY-dtd-yiiD
yiiE	yiiE
yiiE	yiiE
yiiF	yiiF
yiiF	yiiF
fdoGHI-fdhE	fdhE
yiiG	yiiG
yiiG	yiiG
frvABXR	frvR
rhaBAD	rhaD
rhaBAD	rhaBAD
rhaSR	rhaSR
rhaT	rhaT
sodA	sodA
yiiM	yiiM
yiiM	yiiM
cpxRA	cpxA
cpxRA	cpxRA
cpxP	cpxP
fieF	fieF
fieF	fieF
pfkA	pfkA
pfkA	pfkA
cdh	cdh
tpiA	tpiA
tpiA	tpiA
yiiQ	yiiQ
yiiS-uspD	yiiS-uspD
fpr	fpr
glpFKX	glpX
glpFKX	glpFKX
zapB	zapB
menA-rraA	rraA
menA-rraA	menA-rraA
menA-rraA	menA-rraA
hslVU	hslVU
cytR	cytR
rpmE	rpmE
metJ	metJ
metJ	metJ
metJ	metJ
metBL	metBL
metF	metF
katG	katG
yijE	yijE
yijF	yijF
ptsA-fsaB-gldA	gldA
pflDC	pflDC
pflDC	pflDC
pflDC	pflDC
yijO	yijO
eptC	eptC
ppc	ppc
argCBH	argCBH
argE	argE
argE	argE
oxyS	oxyS
oxyR	oxyR
sthA	sthA
trmA	trmA
btuB-murI	btuB-murI
rrsB-gltT-rrlB-rrfB	rrsB-gltT-rrlB-rrfB
rrsB-gltT-rrlB-rrfB	rrsB-gltT-rrlB-rrfB
rrsB-gltT-rrlB-rrfB	rrsB-gltT-rrlB-rrfB
rrsB-gltT-rrlB-rrfB	rrsB-gltT-rrlB-rrfB
coaA	coaA
thrU-tyrU-glyT-thrT-tufB	thrU-tyrU-glyT-thrT-tufB
secE-nusG	secE-nusG
rplKAJL-rpoBC	rplKAJL-rpoBC
rplKAJL-rpoBC	rplJL-rpoBC
rplKAJL-rpoBC	rpoBC
yjaZ	yjaZ
sroH	sroH
nudC-hemE-nfi	nudC-hemE-nfi
nudC-hemE-nfi	nudC-hemE-nfi
rsd	rsd
rsd	rsd
yjaG	yjaG
hupA	hupA
yjaH	yjaH
zraP	zraP
zraSR	zraSR
purHD	purD
purHD	purHD
rrsE-gltV-rrlE-rrfE	rrsE-gltV-rrlE-rrfE
rrsE-gltV-rrlE-rrfE	rrsE-gltV-rrlE-rrfE
yjaA	yjaA
yjaA	yjaA
yjaB	yjaB
metA	metA
metA	metA
aceBAK	aceBAK
arpA	arpA
arpA	arpA
arpA	arpA
metH	metH
iclR	iclR
metH	metH
yjbB	yjbB
rluF	rluF
rluF	rluF
lysC	lysC
lysC	lysC
pgi	pgi
yjbEFGH	yjbE
yjbEFGH	yjbEFGH
yjbEFGH	yjbEFGH
psiE	psiE
xylE	xylE
xylE	xylE
malEFG	malEFG
malK-lamB-malM	malK-lamB-malM
ubiCA	ubiCA
dgkA	dgkA
plsB	plsB
plsB	plsB
dgkA	dgkA
lexA-dinF	lexA-dinF
zur	zur
zur	zur
yjbLM	yjbLM
dusA	dusA
dusA	dusA
pspG	pspG
dnaB	dnaB
qor	qor
alr	alr
alr	alr
tyrB	tyrB
yjbQR	yjbQR
uvrA	uvrA
ssb	ssb
ssb	ssb
ssb	ssb
yjcB	yjcB
yjcC	yjcC
soxS	soxS
soxR	soxR
ryjA	ryjA
ghxP	ghxP
ghxP	ghxP
ghxP	ghxP
ghxP	ghxP
yjcE	yjcE
yjcE	yjcE
yjcF	yjcF
acs-yjcH-actP	actP
acs-yjcH-actP	acs-yjcH-actP
acs-yjcH-actP	acs-yjcH-actP
nrfABCDEFG	nrfABCDEFG
gltP	gltP
gltP	gltP
gltP	gltP
yjcO	yjcO
yjcO	yjcO
yjcO	yjcO
yjcO	yjcO
fdhF	fdhF
mdtNOP	mdtP
alsK	alsK
rpiR-alsBACE	alsE
rpiR-alsBACE	alsE
rpiR-alsBACE	rpiR-alsBACE
rpiR-alsBACE	rpiR-alsBACE
rpiB	rpiB
phnCDE_1E_2FGHIJKLMNOP	phnCDE_1E_2FGHIJKLMNOP
yjdM	yjdM
crfC-yjcZ	crfC-yjcZ
crfC-yjcZ	crfC-yjcZ
proP	proP
proP	proP
basRS	basS
adiC	adiC
adiY	adiY
adiA	adiA
melR	melR
melAB	melAB
dcuB-fumB	fumB
dcuB-fumB	dcuB-fumB
dcuB-fumB	dcuB-fumB
dcuSR	dcuR
dcuSR	dcuSR
ghoST	ghoST
ghoST	ghoST
lysU	lysU
lysU	lysU
yjdL	yjdL
yjdL	yjdL
yjdL	yjdL
yjdL	yjdL
cadBA	cadBA
cadC	cadC
pheU	pheU
dipZ-yjdC	yjdC
cutA	cutA
aspA-dcuA	dcuA
aspA-dcuA	aspA-dcuA
aspA-dcuA	aspA
fxsA	fxsA
groSL	groSL
groSL	groL
groSL	groL
groSL	groL
yjeI	yjeI
yjeJ	yjeJ
yjeJ	yjeJ
efp	efp
epmB	epmB
ecnAB	ecnB
sugE	sugE
blc	blc
ampC	ampC
frdABCD	frdD
frdABCD	frdD
frdABCD	frdD
frdABCD	frdABCD
epmA	epmA
psd-mscM	psd-mscM
rsgA	rsgA
orn	orn
glyVXY	glyVXY
yjeV	yjeV
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
queG	queG
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	mutL-miaA-hfq-hflXKC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	mutL-miaA-hfq-hflXKC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	miaA-hfq-hflXKC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	miaA-hfq-hflXKC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	hfq-hflXKC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	hfq-hflXKC
purA	purA
nsrR-rnr-rlmB-yjfIJ	nsrR-rnr-rlmB-yjfI
aidB	aidB
yjfP	yjfP
yjfP	yjfP
ulaR	ulaR
ulaG	ulaG
ulaABCDEF	ulaABCDEF
yjfY	yjfY
rpsF-priB-rpsR-rplI	rpsF-priB-rpsR-rplI
yjfZ	yjfZ
yjfZ	yjfZ
ytfB	ytfB
cycA	cycA
ytfE	ytfE
ytfF	ytfF
ytfF	ytfF
ytfH	ytfH
ytfH	ytfH
cpdB	cpdB
ytfI	ytfI
ytfI	ytfI
ytfI	ytfI
ytfI	ytfI
ytfJ	ytfJ
ytfK	ytfK
ytfL	ytfL
msrA	msrA
tamAB-ytfP	tamAB-ytfP
yzfA	yzfA
chpSB	chpSB
chpSB	chpSB
ppa	ppa
ytfQRT-yjfF	ytfQRT-yjfF
mpl	mpl
mpl	mpl
pmbA	pmbA
yjgA	yjgA
yjgA	yjgA
yjgA	yjgA
yjgA	yjgA
nrdDG	nrdDG
treBC	treBC
treR	treR
treR	treR
treR	treR
mgtLA	mgtLA
treR	treR
mgtLA	mgtLA
ridA	ridA
pyrLBI	pyrLBI
pyrLBI	pyrLBI
bdcA	bdcA
bdcR	bdcR
tabA	tabA
tabA	tabA
yjgL	yjgL
argI	argI
rraB	rraB
rraB	rraB
yjgN	yjgN
yjgN	yjgN
yjgM	yjgM
yjgN	yjgN
holC-valS	valS
holC-valS	valS
holC-valS	holC-valS
pepA	pepA
pepA	pepA
lptFG	lptFG
pepA	pepA
lptFG	lptFG
yjgR	yjgR
idnDOTR	idnDOTR
idnK	idnK
ahr	ahr
ahr	ahr
ahr	ahr
ahr	ahr
leuX	leuX
yjgZ	yjgZ
insG	insG
yjhBC	yjhBC
yjhBC	yjhBC
yjhBC	yjhBC
yjhBC	yjhBC
insMI-3	insI-3
fecABCDE	fecE
fecABCDE	fecE
fecABCDE	fecE
fecABCDE	fecABCDE
fecIR	fecIR
insA-7	insA-7
insA-7	insA-7
yjhU	yjhU
yjhU	yjhU
yjhU	yjhU
yjhIHG	yjhG
yjhIHG	yjhG
ryjB	ryjB
nanCMS	nanS
nanCMS	nanCM
nanCMS	nanCMS
fimB	fimB
fimB	fimB
fimE	fimE
fimAICDFGH	fimAICDFGH
gntP	gntP
uxuAB	uxuAB
uxuR	uxuR
iraD	iraD
iraD	iraD
hypT	hypT
yjiHG-iadA	iadA
yjiJ	yjiJ
yjiK	yjiK
yjiK	yjiK
yjiK	yjiK
yjiML	yjiL
yjiML	yjiL
yjiS	yjiS
yjiS	yjiS
mcrBC	mcrC
symR	symR
symE	symE
hsdRMS	hsdS
yjiXA	yjiA
yjiXA	yjiA
yjiY	yjiY
yjiY	yjiY
tsr	tsr
tsr	tsr
yjjL	yjjL
yjjL	yjjL
yjjL	yjjL
yjjL	yjjL
yjjM	yjjM
opgB	opgB
yjjB-dnaTC-yjjA	yjjA
yjjB-dnaTC-yjjA	yjjA
yjjB-dnaTC-yjjA	dnaTC-yjjA
yjjB-dnaTC-yjjA	dnaTC
yjjB-dnaTC-yjjA	yjjB-dnaTC-yjjA
yjjB-dnaTC-yjjA	yjjB-dnaTC
yjjP	yjjP
yjjQ-bglJ	yjjQ-bglJ
fhuF	fhuF
fhuF	fhuF
yjjZ	yjjZ
leuQPV	leuV
leuQPV	leuQPV
rsmC	rsmC
holD-rimI-yjjG	holD-rimI-yjjG
rsmC	rsmC
prfC	prfC
prfC	prfC
osmY	osmY
deoCABD	deoCABD
deoCABD	deoCABD
deoCABD	deoBD
yjjJ	yjjJ
yjjJ	yjjJ
ytjB-lplA	lplA
ytjB-lplA	ytjB-lplA
serB-radA-nadR	serB-radA
ettA	ettA
slt	slt
trpR	trpR
yjjX	yjjX
yjjX	yjjX
creABCD	creABC
rob	rob
creABCD	creABCD
creABCD	creD
yjjY	yjjY
arcA	arcA
arcA	arcA
arcA	arcA
arcA	arcA
arcA	arcA
arcA	arcA
arcA	arcA
yjtD	yjtD
yjtD	yjtD
gltI-sroC-gltJKL	gltI-sroC-gltJKL
garD	garD
gudPXD	gudPXD
idnDOTR	idnR
lptD-surA-pdxA-rsmA-apaGH	pdxA-rsmA-apaGH
lptD-surA-pdxA-rsmA-apaGH	pdxA-rsmA
napFDAGHBC-ccmABCDEFGH	ccmABCDEFGH
fimB	fimB
lptD-surA-pdxA-rsmA-apaGH	surA-pdxA-rsmA-apaGH
ldcC	ldcC
gatR_2	gatR_2
rtcR	rtcR
rplKAJL-rpoBC	rplL
allR	allR
yjcS	yjcS
fliDST	fliDST
yhiL	yhiL
yffB-dapE-ypfN	yffB-dapE-ypfN
hydN-hypF	hypF
psrO	psrO
shoB	shoB
sdsR	sdsR
udk-dcd	dcd
trkA	trkA
yehS	yehS
mnmA	mnmA
yfcD	yfcD
elaB	elaB
hda	hda
folX-yfcH	folX-yfcH
cmtBA-yggPFDC	yggDC
tsaB-yeaY	tsaB-yeaY
yfhL	yfhL
deoR	deoR
coaE-zapD-yacG	yacG
ydeQ	ydeQ
yfcE	yfcE
aspU	aspU
pgsA	pgsA
pdxH-tyrS-pdxY	pdxY
yhfK	yhfK
insN-2	insN-2
yegW	yegW
pspABCDE	pspE
xseB-ispA-dxs-yajO	yajO
nrdDG	nrdG
fucPIKUR	fucR
aceBAK	aceK
yadMLKC	yadC
gcl-hyi-glxR-ybbW-allB-ybbY-glxK	glxK
gcvTHP	gcvP
rrsG-gltW-rrlG-rrfG	rrfG
cysJIH	cysH
serV-argVYZQ	argQ
cadBA	cadA
csgBAC	csgC
fliAZY	fliY
ybjC-nfsA-rimK-ybjN	ybjN
dhaKLM	dhaM
cvpA-purF-ubiX	ubiX
yjfKLMC	yjfKLMC
yjiXA	yjiXA
lacZYA	lacYA
lacZYA	lacYA
rfbBDACX	rfbACX
rrsH-ileV-alaV-rrlH-rrfH	rrlH-rrfH
waaQGPSBIJYZU	waaZU
rrsB-gltT-rrlB-rrfB	rrlB-rrfB
rrsB-gltT-rrlB-rrfB	rrlB-rrfB
caiTABCDE	caiCDE
rrsE-gltV-rrlE-rrfE	rrlE-rrfE
nuoABCEFGHIJKLMN	nuoMN
mreBCD	mreCD
rrsA-ileT-alaT-rrlA-rrfA	rrlA-rrfA
yafY-ykfBF-yafX-ykfGH-yafW-ykfI	ykfGH-yafW-ykfI
glcDEFGBA	glcBA
deoCABD	deoABD
menFDHBCE	menDHBCE
aroL-yaiA-aroM	yaiA-aroM
rpiR-alsBACE	alsBACE
tyrTV-tpr	tyrV-tpr
pspABCDE	pspBCDE
tdcABCDEFG	tdcBCDEFG
phnCDE_1E_2FGHIJKLMNOP	phnLMNOP
yjiT	yjiT
metT-leuW-glnUW-metU-glnVX	glnW-metU-glnVX
yafU	yafU
yehR	yehR
safA-ydeO	ydeO
yiaA	yiaA
yccE	yccE
yrdA	yrdA
yjhIHG	yjhIHG
ypjM_1M_2	ypjM_1M_2
yrfG-hslRO	yrfG-hslR
rhsA-yibA	yibA
casABCDE12	casDE12
osmF-yehYXW	osmF-yehYXW
hspQ	hspQ
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	hfq-hflXKC
yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	tsaE-amiB-mutL-miaA-hfq-hflXKC
